source_path,new_path,status,notes
/paradigm-sarovar-kakinada/rooms.html,/hotels-in-kakinada/paradigm-sarovar-kakinada/rooms,308->200,redirected to /hotels-in-kakinada/paradigm-sarovar-kakinada/rooms
/park-inn-by-radisson-ayodhya/rooms.html,/hotels-in-ayodhya/park-inn-by-radisson-ayodhya/rooms,308->200,redirected to /hotels-in-ayodhya/park-inn-by-radisson-ayodhya/rooms
/park-plaza-jalandhar/rooms.html,/hotels-in-jalandhar/park-plaza-jalandhar/rooms,308->200,redirected to /hotels-in-jalandhar/park-plaza-jalandhar/rooms
/park-plaza-jodhpur/rooms.html,/hotels-in-jodhpur/park-plaza-jodhpur/rooms,308->200,redirected to /hotels-in-jodhpur/park-plaza-jodhpur/rooms
/prachi-sarovar-premiere-bhubaneswar/rooms.html,/hotels-in-bhubaneswar/prachi-sarovar-premiere-bhubaneswar/rooms,308->200,redirected to /hotels-in-bhubaneswar/prachi-sarovar-premiere-bhubaneswar/rooms
/presidium-sarovar-premiere-dalhousie/rooms.html,/hotels-in-dalhousie/presidium-sarovar-premiere-dalhousie/rooms,308->200,redirected to /hotels-in-dalhousie/presidium-sarovar-premiere-dalhousie/rooms
/pushkara-portico-hotel-in-dibrugarh/rooms.html,/hotels-in-dibrugarh/pushkara-portico-hotel-in-dibrugarh/rooms,308->200,redirected to /hotels-in-dibrugarh/pushkara-portico-hotel-in-dibrugarh/rooms
/radha-regent-chennai/rooms.html,/hotels-in-chennai/radha-regent-chennai/rooms,308->200,redirected to /hotels-in-chennai/radha-regent-chennai/rooms
/residency-sarovar-portico-mumbai/rooms.html,/hotels-in-mumbai/residency-sarovar-portico-mumbai/rooms,308->200,redirected to /hotels-in-mumbai/residency-sarovar-portico-mumbai/rooms
/rivera-sarovar-portico-ahmedabad/rooms.html,/hotels-in-ahmedabad/rivera-sarovar-portico-ahmedabad/rooms,308->200,redirected to /hotels-in-ahmedabad/rivera-sarovar-portico-ahmedabad/rooms
/riviera-sarovar-portico-pathankot/rooms.html,/hotels-in-pathankot/riviera-sarovar-portico-pathankot/rooms,308->200,redirected to /hotels-in-pathankot/riviera-sarovar-portico-pathankot/rooms
/rosefinch-sarovar-portico-bhimtal/rooms.html,/hotels-in-bhimtal/rosefinch-sarovar-portico-bhimtal/rooms,308->200,redirected to /hotels-in-bhimtal/rosefinch-sarovar-portico-bhimtal/rooms
/royal-kingdom-sarovar-portico-pilibhit/rooms.html,/hotels-in-pilibhit/royal-kingdom-sarovar-portico-pilibhit/rooms,308->200,redirected to /hotels-in-pilibhit/royal-kingdom-sarovar-portico-pilibhit/rooms
/royal-sarovar-portico-siliguri/rooms.html,/hotels-in-siliguri/royal-sarovar-portico-siliguri/rooms,308->200,redirected to /hotels-in-siliguri/royal-sarovar-portico-siliguri/rooms
/royal-tulip-kathmandu-shivapuri-national-park/rooms.html,/hotels-in-kathmandu/royal-tulip-kathmandu-shivapuri-national-park/rooms,308->200,redirected to /hotels-in-kathmandu/royal-tulip-kathmandu-shivapuri-national-park/rooms
/royal-tulip-kathmandu/rooms.html,/hotels-in-kathmandu/royal-tulip-kathmandu/rooms,308->200,redirected to /hotels-in-kathmandu/royal-tulip-kathmandu/rooms
/royale-sarovar-portico-agra/rooms.html,/hotels-in-agra/royale-sarovar-portico-agra/rooms,308->200,redirected to /hotels-in-agra/royale-sarovar-portico-agra/rooms
/rs-sarovar-portico-palampur/rooms.html,/hotels-in-palampur/rs-sarovar-portico-palampur/rooms,308->200,redirected to /hotels-in-palampur/rs-sarovar-portico-palampur/rooms
/sairafort-sarovar-portico-jaisalmer/rooms.html,/hotels-in-jaisalmer/sairafort-sarovar-portico-jaisalmer/rooms,308->200,redirected to /hotels-in-jaisalmer/sairafort-sarovar-portico-jaisalmer/rooms
/sarovar-ahmedabad/rooms.html,/hotels-in-ahmedabad/sarovar-ahmedabad/rooms,308->200,redirected to /hotels-in-ahmedabad/sarovar-ahmedabad/rooms
/sarovar-portico-hanumangarh/rooms.html,/hotels-in-hanumangarh/sarovar-portico-hanumangarh/rooms,308->200,redirected to /hotels-in-hanumangarh/sarovar-portico-hanumangarh/rooms
/sarovar-portico-jaipur/rooms.html,/hotels-in-jaipur/sarovar-portico-jaipur/rooms,308->200,redirected to /hotels-in-jaipur/sarovar-portico-jaipur/rooms
/sarovar-portico-jalandhar/rooms.html,/hotels-in-jalandhar/sarovar-portico-jalandhar/rooms,308->200,redirected to /hotels-in-jalandhar/sarovar-portico-jalandhar/rooms
/sarovar-portico-kolkata-rajarhat/rooms.html,/hotels-in-kolkata/sarovar-portico-kolkata-rajarhat/rooms,308->200,redirected to /hotels-in-kolkata/sarovar-portico-kolkata-rajarhat/rooms
/sarovar-portico-morbi/rooms.html,/hotels-in-morbi/sarovar-portico-morbi/rooms,308->200,redirected to /hotels-in-morbi/sarovar-portico-morbi/rooms
/sarovar-portico-naraina-new-delhi/rooms.html,/hotels-in-delhi/sarovar-portico-naraina-new-delhi/rooms,308->200,redirected to /hotels-in-delhi/sarovar-portico-naraina-new-delhi/rooms
/sarovar-portico-saharanpur/rooms.html,/hotels-in-saharanpur/sarovar-portico-saharanpur/rooms,308->200,redirected to /hotels-in-saharanpur/sarovar-portico-saharanpur/rooms
/sarovar-portico-somnath/rooms.html,/hotels-in-somnath/sarovar-portico-somnath/rooms,308->200,redirected to /hotels-in-somnath/sarovar-portico-somnath/rooms
/sarovar-portico-sonipat/rooms.html,/hotels-in-sonipat/sarovar-portico-sonipat/rooms,308->200,redirected to /hotels-in-sonipat/sarovar-portico-sonipat/rooms
/sarovar-portico-srinagar/rooms.html,/hotels-in-srinagar/sarovar-portico-srinagar/rooms,308->200,redirected to /hotels-in-srinagar/sarovar-portico-srinagar/rooms
/sarovar-premiere-srinagar/rooms.html,/hotels-in-srinagar/sarovar-premiere-srinagar/rooms,308->200,redirected to /hotels-in-srinagar/sarovar-premiere-srinagar/rooms
/serene-premiere-hargeisa/rooms.html,/hotels-in-hargeisa/serene-premiere-hargeisa/rooms,308->200,redirected to /hotels-in-hargeisa/serene-premiere-hargeisa/rooms
/singhania-sarovar-portico-raipur/rooms.html,/hotels-in-raipur/singhania-sarovar-portico-raipur/rooms,308->200,redirected to /hotels-in-raipur/singhania-sarovar-portico-raipur/rooms
/taurus-hotel-mahipalpur-new-delhi/rooms.html,/hotels-in-delhi/taurus-hotel-mahipalpur-new-delhi/rooms,308->200,redirected to /hotels-in-delhi/taurus-hotel-mahipalpur-new-delhi/rooms
/the-gokulam-park-kochi/rooms.html,/hotels-in-kochi/the-gokulam-park-kochi/rooms,308->200,redirected to /hotels-in-kochi/the-gokulam-park-kochi/rooms
/the-muse-sarovar-portico-nehru-place-new-delhi/rooms.html,/hotels-in-delhi/the-muse-sarovar-portico-nehru-place-new-delhi/rooms,308->200,redirected to /hotels-in-delhi/the-muse-sarovar-portico-nehru-place-new-delhi/rooms
/the-promenade-pondicherry/rooms.html,/hotels-in-pondicherry/the-promenade-pondicherry/rooms,308->200,redirected to /hotels-in-pondicherry/the-promenade-pondicherry/rooms
/tulip-inn-gurugram-near-medanta/rooms.html,/hotels-in-gurugram/tulip-inn-gurugram-near-medanta/rooms,308->200,redirected to /hotels-in-gurugram/tulip-inn-gurugram-near-medanta/rooms
/vaishnodevi-portico-katra/rooms.html,/hotels-in-katra/vaishnodevi-portico-katra/rooms,308->200,redirected to /hotels-in-katra/vaishnodevi-portico-katra/rooms
/vandhara-sarovar-premiere-patkote/rooms.html,/hotels-in-patkote/vandhara-sarovar-premiere-patkote/rooms,308->200,redirected to /hotels-in-patkote/vandhara-sarovar-premiere-patkote/rooms
/venizia-sarovar-portico-in-new-delhi/rooms.html,/hotels-in-delhi/venizia-sarovar-portico-in-new-delhi/rooms,308->200,redirected to /hotels-in-delhi/venizia-sarovar-portico-in-new-delhi/rooms
/viraj-sarovar-portico-jammu/rooms.html,/hotels-in-jammu/viraj-sarovar-portico-jammu/rooms,308->200,redirected to /hotels-in-jammu/viraj-sarovar-portico-jammu/rooms
/abn-sarovar-portico-jim-corbett/dining.html,/hotels-in-jim-corbett/abn-sarovar-portico-jim-corbett/dining,308->200,redirected to /hotels-in-jim-corbett/abn-sarovar-portico-jim-corbett/dining
/aditya-park-hyderabad/dining.html,/hotels-in-hyderabad/aditya-park-hyderabad/dining,308->200,redirected to /hotels-in-hyderabad/aditya-park-hyderabad/dining
/ambrosia-sarovar-portico-haridwar/dining.html,/hotels-in-haridwar/ambrosia-sarovar-portico-haridwar/dining,308->200,redirected to /hotels-in-haridwar/ambrosia-sarovar-portico-haridwar/dining
/balaji-sarovar-premiere-solapur/dining.html,/hotels-in-solapur/balaji-sarovar-premiere-solapur/dining,308->200,redirected to /hotels-in-solapur/balaji-sarovar-premiere-solapur/dining
/bamus-sarovar-portico-kampala/dining.html,/hotels-in-kampala/bamus-sarovar-portico-kampala/dining,308->200,redirected to /hotels-in-kampala/bamus-sarovar-portico-kampala/dining
/bellevue-sarovar-premiere-junagadh/dining.html,/hotels-in-junagadh/bellevue-sarovar-premiere-junagadh/dining,308->200,redirected to /hotels-in-junagadh/bellevue-sarovar-premiere-junagadh/dining
/classic-sarovar-portico-thiruvananthapuram/dining.html,/hotels-in-thiruvananthapuram/classic-sarovar-portico-thiruvananthapuram/dining,308->200,redirected to /hotels-in-thiruvananthapuram/classic-sarovar-portico-thiruvananthapuram/dining
/deventure-sarovar-portico--kapashera-new-delhi/dining.html,/hotels-in-delhi/deventure-sarovar-portico--kapashera-new-delhi/dining,308->200,redirected to /hotels-in-delhi/deventure-sarovar-portico--kapashera-new-delhi/dining
/golden-tulip-agra/dining.html,/hotels-in-agra/golden-tulip-agra/dining,308->200,redirected to /hotels-in-agra/golden-tulip-agra/dining
/golden-tulip-jalandhar/dining.html,/hotels-in-jalandhar/golden-tulip-jalandhar/dining,308->200,redirected to /hotels-in-jalandhar/golden-tulip-jalandhar/dining
/golden-tulip-lucknow/dining.html,/hotels-in-lucknow/golden-tulip-lucknow/dining,308->200,redirected to /hotels-in-lucknow/golden-tulip-lucknow/dining
/golden-tulip-sector-80-gurugram/dining.html,/hotels-in-gurugram/golden-tulip-sector-80-gurugram/dining,308->200,redirected to /hotels-in-gurugram/golden-tulip-sector-80-gurugram/dining
/golden-tulip-udaipur/dining.html,/hotels-in-udaipur/golden-tulip-udaipur/dining,308->200,redirected to /hotels-in-udaipur/golden-tulip-udaipur/dining
/grand-continent-mahabalipuram/dining.html,/hotels-in-mahabalipuram/grand-continent-mahabalipuram/dining,308->200,redirected to /hotels-in-mahabalipuram/grand-continent-mahabalipuram/dining
/grand-continent-secunderabad/dining.html,/hotels-in-secunderabad/grand-continent-secunderabad/dining,308->200,redirected to /hotels-in-secunderabad/grand-continent-secunderabad/dining
/grand-portico-hotel-in-latur/dining.html,/hotels-in-latur/grand-portico-hotel-in-latur/dining,308->200,redirected to /hotels-in-latur/grand-portico-hotel-in-latur/dining
/hometel-alambagh-lucknow/dining.html,/hotels-in-lucknow/hometel-alambagh-lucknow/dining,308->200,redirected to /hotels-in-lucknow/hometel-alambagh-lucknow/dining
/hometel-chandigarh/dining.html,/hotels-in-chandigarh/hometel-chandigarh/dining,308->200,redirected to /hotels-in-chandigarh/hometel-chandigarh/dining
/hometel-roorkee/dining.html,/hotels-in-roorkee/hometel-roorkee/dining,308->200,redirected to /hotels-in-roorkee/hometel-roorkee/dining
/hrj-sarovar-portico-indore/dining.html,/hotels-in-indore/hrj-sarovar-portico-indore/dining,308->200,redirected to /hotels-in-indore/hrj-sarovar-portico-indore/dining
/iris-sarovar-portico-gurugram/dining.html,/hotels-in-gurugram/iris-sarovar-portico-gurugram/dining,308->200,redirected to /hotels-in-gurugram/iris-sarovar-portico-gurugram/dining
/ishaan-sarovar-portico-deoghar/dining.html,/hotels-in-deoghar/ishaan-sarovar-portico-deoghar/dining,308->200,redirected to /hotels-in-deoghar/ishaan-sarovar-portico-deoghar/dining
/la-place-sarovar-portico-lucknow/dining.html,/hotels-in-lucknow/la-place-sarovar-portico-lucknow/dining,308->200,redirected to /hotels-in-lucknow/la-place-sarovar-portico-lucknow/dining
/lagoon-sarovar-premiere-pondicherry/dining.html,/hotels-in-pondicherry/lagoon-sarovar-premiere-pondicherry/dining,308->200,redirected to /hotels-in-pondicherry/lagoon-sarovar-premiere-pondicherry/dining
/le-dupleix-pondicherry/dining.html,/hotels-in-pondicherry/le-dupleix-pondicherry/dining,308->200,redirected to /hotels-in-pondicherry/le-dupleix-pondicherry/dining
/le-lac-sarovar-ranchi/dining.html,/hotels-in-ranchi/le-lac-sarovar-ranchi/dining,308->200,redirected to /hotels-in-ranchi/le-lac-sarovar-ranchi/dining
/marasa-sarovar-portico-rajkot/dining.html,/hotels-in-rajkot/marasa-sarovar-portico-rajkot/dining,308->200,redirected to /hotels-in-rajkot/marasa-sarovar-portico-rajkot/dining
/grand-continent-hosur/rooms.html,/hotels-in-hosur/grand-continent-hosur/rooms,308->200,redirected to /hotels-in-hosur/grand-continent-hosur/rooms
/le-dupleix-pondicherry/rooms.html,/hotels-in-pondicherry/le-dupleix-pondicherry/rooms,308->200,redirected to /hotels-in-pondicherry/le-dupleix-pondicherry/rooms
/marasa-sarovar-premiere-tirupati-hotels/rooms.html,/hotels-in-tirupati/marasa-sarovar-premiere-tirupati-hotels/rooms,308->200,redirected to /hotels-in-tirupati/marasa-sarovar-premiere-tirupati-hotels/rooms
/majestic-court-sarovar-portico-navi-mumbai/rooms.html,/hotels-in-navi-mumbai/majestic-court-sarovar-portico-navi-mumbai/rooms,308->200,redirected to /hotels-in-navi-mumbai/majestic-court-sarovar-portico-navi-mumbai/rooms
/marigold-sarovar-portico-mashobra-shimla/rooms.html,/hotels-in-mashobra-shimla/marigold-sarovar-portico-mashobra-shimla/rooms,308->200,redirected to /hotels-in-mashobra-shimla/marigold-sarovar-portico-mashobra-shimla/rooms
/sarovar-portico-sriperumbudur/rooms.html,/hotels-in-sriperumbudur/sarovar-portico-sriperumbudur/rooms,308->200,redirected to /hotels-in-sriperumbudur/sarovar-portico-sriperumbudur/rooms
/shyama-sarovar-portico-orai/rooms.html,/hotels-in-orai/shyama-sarovar-portico-orai/rooms,308->200,redirected to /hotels-in-orai/shyama-sarovar-portico-orai/rooms
/the-ashtan-sarovar-portico-new-delhi/rooms.html,/hotels-in-delhi/the-ashtan-sarovar-portico-new-delhi/rooms,308->200,redirected to /hotels-in-delhi/the-ashtan-sarovar-portico-new-delhi/rooms
/golden-tulip-srinagar/dining.html,/hotels-in-srinagar/golden-tulip-srinagar/dining,308->200,redirected to /hotels-in-srinagar/golden-tulip-srinagar/dining
/marasa-sarovar-premiere-bodhgaya/dining.html,/hotels-in-bodhgaya/marasa-sarovar-premiere-bodhgaya/dining,308->200,redirected to /hotels-in-bodhgaya/marasa-sarovar-premiere-bodhgaya/dining
/marasa-sarovar-premiere-tirupati-hotels/dining.html,/hotels-in-tirupati/marasa-sarovar-premiere-tirupati-hotels/dining,308->200,redirected to /hotels-in-tirupati/marasa-sarovar-premiere-tirupati-hotels/dining
/marine-plaza-mumbai/dining.html,/hotels-in-mumbai/marine-plaza-mumbai/dining,308->200,redirected to /hotels-in-mumbai/marine-plaza-mumbai/dining
/mountnoor-sarovar-premiere-pahalgam/dining.html,/hotels-in-pahalgam/mountnoor-sarovar-premiere-pahalgam/dining,308->200,redirected to /hotels-in-pahalgam/mountnoor-sarovar-premiere-pahalgam/dining
/mukundra-sarovar-premiere-kota/dining.html,/hotels-in-kota/mukundra-sarovar-premiere-kota/dining,308->200,redirected to /hotels-in-kota/mukundra-sarovar-premiere-kota/dining
/nataraj-sarovar-portico-jhansi/dining.html,/hotels-in-jhansi/nataraj-sarovar-portico-jhansi/dining,308->200,redirected to /hotels-in-jhansi/nataraj-sarovar-portico-jhansi/dining
/nirwana-hometel-jaipur-sarovar/dining.html,/hotels-in-jaipur/nirwana-hometel-jaipur-sarovar/dining,308->200,redirected to /hotels-in-jaipur/nirwana-hometel-jaipur-sarovar/dining
/paradigm-sarovar-kakinada/dining.html,/hotels-in-kakinada/paradigm-sarovar-kakinada/dining,308->200,redirected to /hotels-in-kakinada/paradigm-sarovar-kakinada/dining
/park-inn-by-radisson-ayodhya/dining.html,/hotels-in-ayodhya/park-inn-by-radisson-ayodhya/dining,308->200,redirected to /hotels-in-ayodhya/park-inn-by-radisson-ayodhya/dining
/park-plaza-faridabad/dining.html,/hotels-in-faridabad/park-plaza-faridabad/dining,308->200,redirected to /hotels-in-faridabad/park-plaza-faridabad/dining
/park-plaza-jalandhar/dining.html,/hotels-in-jalandhar/park-plaza-jalandhar/dining,308->200,redirected to /hotels-in-jalandhar/park-plaza-jalandhar/dining
/park-plaza-jodhpur/dining.html,/hotels-in-jodhpur/park-plaza-jodhpur/dining,308->200,redirected to /hotels-in-jodhpur/park-plaza-jodhpur/dining
/park-plaza-ludhiana/dining.html,/hotels-in-ludhiana/park-plaza-ludhiana/dining,308->200,redirected to /hotels-in-ludhiana/park-plaza-ludhiana/dining
/prachi-sarovar-premiere-bhubaneswar/dining.html,/hotels-in-bhubaneswar/prachi-sarovar-premiere-bhubaneswar/dining,308->200,redirected to /hotels-in-bhubaneswar/prachi-sarovar-premiere-bhubaneswar/dining
/presidium-sarovar-premiere-dalhousie/dining.html,/hotels-in-dalhousie/presidium-sarovar-premiere-dalhousie/dining,308->200,redirected to /hotels-in-dalhousie/presidium-sarovar-premiere-dalhousie/dining
/pushkara-portico-hotel-in-dibrugarh/dining.html,/hotels-in-dibrugarh/pushkara-portico-hotel-in-dibrugarh/dining,308->200,redirected to /hotels-in-dibrugarh/pushkara-portico-hotel-in-dibrugarh/dining
/radha-regent-chennai/dining.html,/hotels-in-chennai/radha-regent-chennai/dining,308->200,redirected to /hotels-in-chennai/radha-regent-chennai/dining
/radisson-hyderabad--hitec/dining.html,/hotels-in-hyderabad/radisson-hyderabad--hitec/dining,308->200,redirected to /hotels-in-hyderabad/radisson-hyderabad--hitec/dining
/radisson-mumbai-goregaon/dining.html,/hotels-in-mumbai/radisson-mumbai-goregaon/dining,308->200,redirected to /hotels-in-mumbai/radisson-mumbai-goregaon/dining
/rivera-sarovar-portico-ahmedabad/dining.html,/hotels-in-ahmedabad/rivera-sarovar-portico-ahmedabad/dining,308->200,redirected to /hotels-in-ahmedabad/rivera-sarovar-portico-ahmedabad/dining
/riviera-sarovar-portico-pathankot/dining.html,/hotels-in-pathankot/riviera-sarovar-portico-pathankot/dining,308->200,redirected to /hotels-in-pathankot/riviera-sarovar-portico-pathankot/dining
/rosefinch-sarovar-portico-bhimtal/dining.html,/hotels-in-bhimtal/rosefinch-sarovar-portico-bhimtal/dining,308->200,redirected to /hotels-in-bhimtal/rosefinch-sarovar-portico-bhimtal/dining
/royal-sarovar-portico-siliguri/dining.html,/hotels-in-siliguri/royal-sarovar-portico-siliguri/dining,308->200,redirected to /hotels-in-siliguri/royal-sarovar-portico-siliguri/dining
/royal-tulip-kathmandu-shivapuri-national-park/dining.html,/hotels-in-kathmandu/royal-tulip-kathmandu-shivapuri-national-park/dining,308->200,redirected to /hotels-in-kathmandu/royal-tulip-kathmandu-shivapuri-national-park/dining
/royal-tulip-kathmandu/dining.html,/hotels-in-kathmandu/royal-tulip-kathmandu/dining,308->200,redirected to /hotels-in-kathmandu/royal-tulip-kathmandu/dining
/royale-sarovar-portico-agra/dining.html,/hotels-in-agra/royale-sarovar-portico-agra/dining,308->200,redirected to /hotels-in-agra/royale-sarovar-portico-agra/dining
/rs-sarovar-portico-palampur/dining.html,/hotels-in-palampur/rs-sarovar-portico-palampur/dining,308->200,redirected to /hotels-in-palampur/rs-sarovar-portico-palampur/dining
/sarovar-portico-hanumangarh/dining.html,/hotels-in-hanumangarh/sarovar-portico-hanumangarh/dining,308->200,redirected to /hotels-in-hanumangarh/sarovar-portico-hanumangarh/dining
/sarovar-portico-jaipur/dining.html,/hotels-in-jaipur/sarovar-portico-jaipur/dining,308->200,redirected to /hotels-in-jaipur/sarovar-portico-jaipur/dining
/sarovar-portico-jalandhar/dining.html,/hotels-in-jalandhar/sarovar-portico-jalandhar/dining,308->200,redirected to /hotels-in-jalandhar/sarovar-portico-jalandhar/dining
/sarovar-portico-saharanpur/dining.html,/hotels-in-saharanpur/sarovar-portico-saharanpur/dining,308->200,redirected to /hotels-in-saharanpur/sarovar-portico-saharanpur/dining
/sarovar-portico-somnath/dining.html,/hotels-in-somnath/sarovar-portico-somnath/dining,308->200,redirected to /hotels-in-somnath/sarovar-portico-somnath/dining
/sarovar-portico-sonipat/dining.html,/hotels-in-sonipat/sarovar-portico-sonipat/dining,308->200,redirected to /hotels-in-sonipat/sarovar-portico-sonipat/dining
/sarovar-portico-srinagar/dining.html,/hotels-in-srinagar/sarovar-portico-srinagar/dining,308->200,redirected to /hotels-in-srinagar/sarovar-portico-srinagar/dining
/sarovar-portico-sriperumbudur/dining.html,/hotels-in-sriperumbudur/sarovar-portico-sriperumbudur/dining,308->200,redirected to /hotels-in-sriperumbudur/sarovar-portico-sriperumbudur/dining
/serene-premiere-hargeisa/dining.html,/hotels-in-hargeisa/serene-premiere-hargeisa/dining,308->200,redirected to /hotels-in-hargeisa/serene-premiere-hargeisa/dining
/vandhara-sarovar-premiere-patkote/dining.html,/hotels-in-patkote/vandhara-sarovar-premiere-patkote/dining,308->200,redirected to /hotels-in-patkote/vandhara-sarovar-premiere-patkote/dining
/marigold-sarovar-portico-mashobra-shimla/dining.html,/hotels-in-mashobra-shimla/marigold-sarovar-portico-mashobra-shimla/dining,308->200,redirected to /hotels-in-mashobra-shimla/marigold-sarovar-portico-mashobra-shimla/dining
/singhania-sarovar-portico-raipur/dining.html,/hotels-in-raipur/singhania-sarovar-portico-raipur/dining,308->200,redirected to /hotels-in-raipur/singhania-sarovar-portico-raipur/dining
/taurus-hotel-mahipalpur-new-delhi/dining.html,/hotels-in-delhi/taurus-hotel-mahipalpur-new-delhi/dining,308->200,redirected to /hotels-in-delhi/taurus-hotel-mahipalpur-new-delhi/dining
/the-gokulam-park-kochi/dining.html,/hotels-in-kochi/the-gokulam-park-kochi/dining,308->200,redirected to /hotels-in-kochi/the-gokulam-park-kochi/dining
/the-promenade-pondicherry/dining.html,/hotels-in-pondicherry/the-promenade-pondicherry/dining,308->200,redirected to /hotels-in-pondicherry/the-promenade-pondicherry/dining
/tulip-inn-gurugram-near-medanta/dining.html,/hotels-in-gurugram/tulip-inn-gurugram-near-medanta/dining,308->200,redirected to /hotels-in-gurugram/tulip-inn-gurugram-near-medanta/dining
/abn-sarovar-portico-jim-corbett/banquets-conferences.html,/hotels-in-jim-corbett/abn-sarovar-portico-jim-corbett/meetings,308->200,redirected to /hotels-in-jim-corbett/abn-sarovar-portico-jim-corbett/meetings
/bamus-sarovar-portico-kampala/banquets-conferences.html,/hotels-in-kampala/bamus-sarovar-portico-kampala/meetings,308->200,redirected to /hotels-in-kampala/bamus-sarovar-portico-kampala/meetings
/geeta-sarovar-portico-hotels-panipat/meetings-events.html,/hotels-in-panipat/geeta-sarovar-portico-hotels-panipat/meetings/meetings-events,308->404,"redirected to /hotels-in-panipat/geeta-sarovar-portico-hotels-panipat/meetings/meetings-events, which itself failed"
/golden-tulip-agra/banquets-conferences.html,/hotels-in-agra/golden-tulip-agra/meetings,308->200,redirected to /hotels-in-agra/golden-tulip-agra/meetings
/golden-tulip-jalandhar/meetings-events.html,/hotels-in-jalandhar/golden-tulip-jalandhar/meetings/meetings-events,308->404,"redirected to /hotels-in-jalandhar/golden-tulip-jalandhar/meetings/meetings-events, which itself failed"
/golden-tulip-udaipur/banquets-conferences.html,/hotels-in-udaipur/golden-tulip-udaipur/meetings,308->200,redirected to /hotels-in-udaipur/golden-tulip-udaipur/meetings
/grand-continent-mahabalipuram/banquets-conferences.html,/hotels-in-mahabalipuram/grand-continent-mahabalipuram/meetings,308->200,redirected to /hotels-in-mahabalipuram/grand-continent-mahabalipuram/meetings
/grand-continent-secunderabad/banquets-conferences.html,/hotels-in-secunderabad/grand-continent-secunderabad/meetings,308->200,redirected to /hotels-in-secunderabad/grand-continent-secunderabad/meetings
/hometel-alambagh-lucknow/meetings-events.html,/hotels-in-lucknow/hometel-alambagh-lucknow/meetings/meetings-events,308->404,"redirected to /hotels-in-lucknow/hometel-alambagh-lucknow/meetings/meetings-events, which itself failed"
/ishaan-sarovar-portico-deoghar/banquets-conferences.html,/hotels-in-deoghar/ishaan-sarovar-portico-deoghar/meetings,308->200,redirected to /hotels-in-deoghar/ishaan-sarovar-portico-deoghar/meetings
/mj-sarovar-portico-haridwar/banquets-conferences.html,/hotels-in-haridwar/mj-sarovar-portico-haridwar/meetings,308->200,redirected to /hotels-in-haridwar/mj-sarovar-portico-haridwar/meetings
/mukundra-sarovar-premiere-kota/banquets-conferences.html,/hotels-in-kota/mukundra-sarovar-premiere-kota/meetings,308->200,redirected to /hotels-in-kota/mukundra-sarovar-premiere-kota/meetings
/park-inn-by-radisson-ayodhya/meetings-events.html,/hotels-in-ayodhya/park-inn-by-radisson-ayodhya/meetings/meetings-events,308->404,"redirected to /hotels-in-ayodhya/park-inn-by-radisson-ayodhya/meetings/meetings-events, which itself failed"
/park-plaza-jalandhar/banquets-conferences.html,/hotels-in-jalandhar/park-plaza-jalandhar/meetings,308->200,redirected to /hotels-in-jalandhar/park-plaza-jalandhar/meetings
/prachi-sarovar-premiere-bhubaneswar/banquets-conferences.html,/hotels-in-bhubaneswar/prachi-sarovar-premiere-bhubaneswar/meetings,308->200,redirected to /hotels-in-bhubaneswar/prachi-sarovar-premiere-bhubaneswar/meetings
/riviera-sarovar-portico-pathankot/banquets-conferences.html,/hotels-in-pathankot/riviera-sarovar-portico-pathankot/meetings,308->200,redirected to /hotels-in-pathankot/riviera-sarovar-portico-pathankot/meetings
/royal-tulip-kathmandu-shivapuri-national-park/banquets-conferences.html,/hotels-in-kathmandu/royal-tulip-kathmandu-shivapuri-national-park/meetings,308->200,redirected to /hotels-in-kathmandu/royal-tulip-kathmandu-shivapuri-national-park/meetings
/royal-tulip-kathmandu/banquets-conferences.html,/hotels-in-kathmandu/royal-tulip-kathmandu/meetings,308->200,redirected to /hotels-in-kathmandu/royal-tulip-kathmandu/meetings
/sairafort-sarovar-portico-jaisalmer/banquets-conferences.html,/hotels-in-jaisalmer/sairafort-sarovar-portico-jaisalmer/meetings,308->200,redirected to /hotels-in-jaisalmer/sairafort-sarovar-portico-jaisalmer/meetings
/sarovar-portico-hanumangarh/banquets-conferences.html,/hotels-in-hanumangarh/sarovar-portico-hanumangarh/meetings,308->200,redirected to /hotels-in-hanumangarh/sarovar-portico-hanumangarh/meetings
/sarovar-portico-saharanpur/banquets-conferences.html,/hotels-in-saharanpur/sarovar-portico-saharanpur/meetings,308->200,redirected to /hotels-in-saharanpur/sarovar-portico-saharanpur/meetings
/sarovar-portico-sonipat/meetings-events.html,/hotels-in-sonipat/sarovar-portico-sonipat/meetings/meetings-events,308->404,"redirected to /hotels-in-sonipat/sarovar-portico-sonipat/meetings/meetings-events, which itself failed"
/sarovar-portico-sriperumbudur/banquets-conferences.html,/hotels-in-sriperumbudur/sarovar-portico-sriperumbudur/meetings,308->200,redirected to /hotels-in-sriperumbudur/sarovar-portico-sriperumbudur/meetings
/serene-premiere-hargeisa/banquets-conferences.html,/hotels-in-hargeisa/serene-premiere-hargeisa/meetings,308->200,redirected to /hotels-in-hargeisa/serene-premiere-hargeisa/meetings
/shyama-sarovar-portico-orai/meetings-events.html,/hotels-in-orai/shyama-sarovar-portico-orai/meetings/meetings-events,308->404,"redirected to /hotels-in-orai/shyama-sarovar-portico-orai/meetings/meetings-events, which itself failed"
